"UID","SITE_ID","UNIQUE_ID","DSGN_CYCLE","WGT_TP","LAT_DD83","LON_DD83","LAT_ANALYS","LON_ANALYS","XCOORD","YCOORD","AG_ECO3","AG_ECO9","COAST_REG","EPA_REG","FED_NONFED","HYD_CLS","MAJ_BAS_NM","MISS_BASIN","NEP_NAT","NWCA_ECO4","NWCA_ECO5","OWN_NARS","PNWCA_ECO4","PNWCA_ECO5","PNWCA_WETCLS_GRP","PNWCA_RPT_UNIT","PSTL_CODE","RPTGRP_10","RPTGRP_12","RPT_UNIT","RPT_UNIT_5","RPT_UNIT_6","RPT_UNIT20","WETCLS_EVL","WETCLS_GRP","WETCLS_HGM","WETCLS_HGM2","WETCLS_ALT","NWCA_ECO4_HYD","NWCA_ECO5_HYD","VISIT_NO","MICX_DETECT","MICX_EPA_COND","NTL_COND","PTL_COND","STRESS_HEAVYMETAL","STRESS_NONNATIVE","STRESS_PALT_SUM","STRESS_SOHARD","STRESS_SOMODF","STRESS_VEGREP","STRESS_VEGRMV","STRESS_WADSUB","STRESS_WOBSTR","VEGCOND_2016","SW_SAMPLEABLE","CHEM_NOT_COLLECTED","MICX_NOT_COLLECTED","WCHL_NOT_COLLECTED"
204720,"NWCA16-5149","NWC_WY-10072",2016,"14250.4735469623","42.587177194292","-109.942031727336","42.5872","-109.94202","-1133250.58953724","653062.506485949","WMTNS","XER","Not Coast","Region_08","Non-Federal","INLAND","Upper Colorado Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WY","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","RIVERINE","RIVERINE_ALT","HGM_ALTERED","W-INLAND","XER-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","High","High","Moderate","Moderate","Moderate","Moderate","High","Low","Poor","Y",NA,NA,NA
204730,"NWCA16-3068","NWC_MO-10079",2016,"17047.145726063","39.2163628759529","-90.7386401313815","39.21629","-90.73849","449862.093802871","204829.953002783","PLNLOW","TPL","Not Coast","Region_07","Non-Federal","INLAND","Upper Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MO","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
204780,"NWCA16-1156","NWC_AZ-10077",2016,"6107.34582505131","33.8817086537028","-109.266398702127","33.88226","-109.26625","-1214339.5378016","-320131.506401534","WMTNS","WMT","Not Coast","Region_09","Federal","INLAND","Lower Colorado Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AZ","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderate","High","High","High","Low","High","Low","Low","Low","Poor",NA,"Y","Y","Y"
204781,"NWCA16-1654","NWC_DE-10056",2016,"1374.28939661533","39.2886270758488","-75.4818194705026","39.288627","-75.481819","1739922.37734932","389035.329244892","PLNLOW","CPL","North East Coast Region","Region_03","Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","DE","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
204782,"NWCA16-2409","NWC_IN-10049",2016,"22071.9217938794","39.3338587910385","-87.2514818263277","39.333858","-87.251481","746139.71283716","239910.454820335","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","IN","IPL-PRLH","IPL-PRLH","TPL","PLN","PLN","TPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","Low","Moderate","Low","Moderate","Low","Low","Low","Low","Fair","Y",NA,NA,NA
204783,"NWCA16-3342","NWC_NC-10081",2016,"59627.7958147084","36.3009832903861","-78.5601512375113","36.301361","-78.560105","1543182.08931841","7655.72843381297","EHIGH","SAP","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","Moderate","Low","Low","Moderate","Low","Low","Low","Poor","N","Y","Y","Y"
204784,"NWCA16-3620","NWC_NM-10046",2016,"374.494050253249","33.5158154803265","-108.953731937276","33.51583","-108.95373","-1191453.60493432","-364576.2466343","WMTNS","WMT","Not Coast","Region_06","Federal","INLAND","Lower Colorado Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NM","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Moderate","High","Low","High","Low","Low","Moderate","Low","Poor","Y",NA,NA,NA
204785,"NWCA16-3701","NWC_NV-10048",2016,"49863.9046744473","40.739218141978","-115.22868984744","40.73971","-115.22979","-1599460.88863913","525369.937415902","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLW","XER-PRLW","ARW","WST","ARW","ARW-W","PSS","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","High","Low","High","Moderate","Moderate","Moderate","Poor",NA,"Y","Y","Y"
204786,"NWCA16-4100","NWC_OR-10125",2016,"6271.30990918552","43.6422272457984","-119.082309149258","43.643","-119.08195","-1836147.48038059","911713.031232958","WMTNS","XER","Not Coast","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","Non-Federal","W","XER","PRLH","ARW","OR","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","High","High","Moderate","Moderate","Moderate","Moderate","High","Low","Fair","Y",NA,NA,NA
204790,"NWCA16-4130","NWC_OR-10134",2016,"150622.407702228","43.2499780045351","-119.039004486551","43.25027","-119.03928","-1843282.02720089","868371.100078082","WMTNS","XER","Not Coast","Region_10","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","FWS","W","XER","PRLH","ARW","OR","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Low","High","Low","Moderate","Low","Poor",NA,"Y","Y","Y"
204791,"NWCA16-4473","NWC_TX-10121",2016,"54195.9798292631","33.5248594631917","-99.7782245282439","33.52486","-99.77822","-348458.628653735","-437966.3779397","PLNLOW","SPL","Not Coast","Region_06","Non-Federal","INLAND","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Low","High","Low","Moderate","Low","Poor",NA,"Y","Y","Y"
204792,"NWCA16-4828","NWC_VT-10004",2016,"22136.2682562799","44.8624999669033","-72.0461010384081","44.86258","-72.04634","1870113.25716799","1060575.77761556","EHIGH","NAP","Not Coast","Region_01","Non-Federal","INLAND","Great Lakes Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","VT","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Moderate","Low","Low","Low","Low","Moderate","Low","Fair","Y",NA,NA,NA
204793,"NWCA16-4830","NWC_VT-10033",2016,"34591.3030475008","44.9010499361864","-72.2091502291518","44.90079","-72.21004","1856588.75028844","1061535.08496118","EHIGH","NAP","Not Coast","Region_01","Non-Federal","INLAND","Great Lakes Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","VT","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PSS","PRLW","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Fair","Fair","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
204794,"NWCA16-4857","NWC_WA-10077",2016,"725.054168711714","48.9362978733962","-122.479810000591","48.93614","-122.480901","-1938444.61520483","1546260.6926775","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","NEP","W","WMT","Non-Federal","W","WMT","PRLH","WVM","WA","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Very High","Moderate","Moderate","Moderate","Low","Moderate","Moderate","Moderate","Poor","Y",NA,NA,NA
204795,"NWCA16-5113","NWC_WY-10037",2016,"2943.48083138728","43.3363790570699","-110.176402812271","43.33638","-110.17641","-1139721.40207608","738649.147925843","WMTNS","WMT","Not Coast","Region_08","Federal","INLAND","Upper Colorado Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WY","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Moderate","Low","Moderate","High","Low","Poor",NA,"Y","Y","Y"
204796,"NWCA16-5016","NWC_WI-10066",2016,"56123.307677381","44.8794652563931","-92.4385914763333","44.87931","-92.43859","280873.598834144","830783.224324708","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Upper Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WI","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","Moderate","High","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Good","Y",NA,NA,NA
204840,"NWCA16-1696","NWC_FL-10073",2016,"137145.908799601","28.7113030780847","-80.7393870563588","28.7113","-80.73939","1487378.37492305","-860524.576872841","PLNLOW","CPL","South East Coast Region","Region_04","Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Moderate","Low","Low","Low","Low","Moderate","Low","Poor",NA,"Y","Y","Y"
204880,"NWCA16-7027","NWC_ND-10124",2016,"175760.061891479","46.3466435621413","-97.1763491147634","46.34665","-97.17686","-90775.4107385827","989091.991388349","PLNLOW","TPL","Not Coast","Region_08","Federal","INLAND","Souris-Red-Rainy Region","NOT_MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","ND","IPL-PRLH","IPL-PRLH","TPL","PLN","PLN","TPL-H","PEM","PRLH","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Poor","Poor","Low","Very High","High","High","Low","Moderate","Low","Moderate","High","Poor","Y",NA,NA,NA
204890,"NWCA16-1267","NWC_CA-10168",2016,"6993.35369812595","39.2586767517229","-123.739774095071","39.25857","-123.74078","-2338126.29885724","540804.390815423","WMTNS","WMT","Pacific Coast Region","Region_09","Non-Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
204891,"NWCA16-1824","NWC_FL-10339",2016,"25147.8679189349","28.3900393971888","-80.6928728881812","28.3902","-80.69345","1497570.35323374","-894862.67260641","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","TIDAL","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","ALL-EW","ALL-EW","GFC","TDL","TDL","GFC-W","E2SS","EW","TIDAL","TIDAL_ALT","HGM_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","Low","Low","Low","Low","Moderate","Moderate","Poor",NA,"Y","Y","Y"
204910,"NWCA16-5129","NWC_WY-10053",2016,"29779.1867823612","43.4442407948064","-109.975518626267","43.44417","-109.97503","-1121924.15564084","748168.624767821","WMTNS","WMT","Not Coast","Region_08","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WY","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Moderate","High","Moderate","Moderate","Low","Fair",NA,"Y","Y","Y"
204950,"NWCA16-2398","NWC_IN-10038",2016,"13145.8433445607","39.2780411336877","-87.5693501136865","39.278041","-87.56935","719656.245607426","231228.797978554","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","IN","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","N","Y","Y","Y"
204951,"NWCA16-4413","NWC_TN-10010",2016,"139421.139261428","35.2835773845186","-90.081329061155","35.28395","-90.08136","533420.032625805","-231636.76544691","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TN","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderate","Low","High","Low","Low","Low","Low","Moderate","Moderate","Good",NA,"Y","Y","Y"
204952,"NWCA16-6026","NWC_KY-10060",2016,"64959.0358444022","38.0747715049593","-83.1180310618035","38.07512","-83.11781","1115929.75176866","140168.57800841","EHIGH","SAP","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Fair","Good","Low","Moderate","High","Moderate","Moderate","Low","Moderate","Moderate","High","Fair","Y",NA,NA,NA
204981,"NWCA16-2566","NWC_LA-10161",2016,"33474.4838600196","29.3569246704521","-91.1040429438595","29.356925","-91.104043","475349.32511857","-896474.72285848","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Lower Mississippi Region","MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Detected","At or Below Benchmark","Fair","Good","Low","Low","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
204982,"NWCA16-3335","NWC_NC-10018",2016,"644201.921435641","35.2492801366686","-76.615890763973","35.24928","-76.615891","1736803.1680504","-74344.9372528894","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NC","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","High","High","Low","Low","Low","Moderate","Low","Good",NA,"Y","Y","Y"
204983,"NWCA16-3477","NWC_NE-10035",2016,"214078.843588041","42.8026022694107","-103.398241388774","42.802451","-103.399312","-601032.223504226","617268.109414331","PLNLOW","NPL","Not Coast","Region_07","Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NE","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","High","Moderate","Moderate","Moderate","Moderate","Low","Low","Low","Poor","Y",NA,NA,NA
204984,"NWCA16-3481","NWC_NE-10039",2016,"99814.4359597659","42.4250884019325","-101.902712370408","42.424771","-101.902714","-482330.965093332","566649.298779706","PLNLOW","SPL","Not Coast","Region_07","Non-Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NE","IPL-PRLH","IPL-PRLH","GPL","PLN","PLN","GPL-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Poor","Low","Very High","High","Moderate","Moderate","Moderate","Moderate","Moderate","Low","Poor","Y",NA,NA,NA
204985,"NWCA16-3624","NWC_NM-10050",2016,"14983.7274845875","33.0023440488945","-107.290136597538","33.00238","-107.29015","-1046008.57729204","-441023.523550036","WMTNS","XER","Not Coast","Region_06","Federal","INLAND","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","BOR","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NM","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","LACUSTRINE","LACUSTRINE_ALT","HGM_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Very High","High","High","Low","High","High","Moderate","Low","Poor",NA,"Y","Y","Y"
204986,"NWCA16-3669","NWC_NV-10016",2016,"1626.42892279589","40.7315793330806","-115.22941180603","40.731579","-115.229412","-1599692.05104241","524544.020780528","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLW","XER-PRLW","ARW","WST","ARW","ARW-W","PFO","PRLW","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate","Moderate","Poor","N","Y","Y","Y"
204990,"NWCA16-3685","NWC_NV-10032",2016,"1626.42892279589","40.7309569711239","-115.229371893545","40.730957","-115.229372","-1599702.78403492","524475.06824524","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Moderate","Low","Moderate","Moderate","Moderate","Low","Poor","N","Y","Y","Y"
204991,"NWCA16-3761","NWC_NY-10007",2016,"71412.4986036066","43.7785675639809","-75.4464412781342","43.778568","-75.446441","1635070.94833938","880341.890725791","EHIGH","NAP","Great Lakes Region","Region_02","Non-Federal","INLAND","Great Lakes Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NY","EMU-PRLH","EMU-PRLH","NCE","EMU","EMU","NCE-H","PF","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Very High","High","Moderate","Low","Moderate","Moderate","Moderate","Low","Poor","Y",NA,NA,NA
204992,"NWCA16-3767","NWC_NY-10039",2016,"284675.104279569","43.9496465362985","-75.2368822940459","43.94973","-75.23698","1647340.75997447","902594.919743439","EHIGH","NAP","Great Lakes Region","Region_02","Non-Federal","INLAND","Great Lakes Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NY","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Low","Low","Low","Moderate","Low","Low","Good",NA,"Y","Y","Y"
204993,"NWCA16-4414","NWC_TN-10019",2016,"73.5972231136941","36.0317486646509","-89.6249678156648","36.031749","-89.624968","568875.521423018","-145405.497408849","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","Lower Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TN","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Low","Low","Moderate","Low","Moderate","Moderate","Poor",NA,"Y","Y","Y"
204994,"NWCA16-4489","NWC_TX-10137",2016,"54195.9798292631","32.5891178314961","-99.7217989877871","32.5891","-99.72144","-347346.392749187","-542530.43415079","PLNLOW","SPL","Not Coast","Region_06","Non-Federal","INLAND","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","IPL-PRLW","IPL-PRLW","GPL","PLN","PLN","GPL-W","PSS","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","High","High","Low","Moderate","Moderate","High","Moderate","Poor",NA,"Y","Y","Y"
205060,"NWCA16-1172","NWC_AZ-10093",2016,"5849.20218752557","33.8772553960398","-109.2486251582","33.87672","-109.24962","-1212792.34510287","-320851.249804421","WMTNS","WMT","Not Coast","Region_09","Federal","INLAND","Lower Colorado Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","AZ","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","RIVERINE","RIVERINE_ALT","HGM_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Low","High","Moderate","Moderate","Moderate","Poor",NA,"Y","Y","Y"
